year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total_in_poverty,total_in_poverty_rate
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182550,24130.0,13218.3
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22667,2738.0,12079.2
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16500,1201.0,7278.8
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,16460,2349.0,14271.0
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,4110,716.0,17420.9
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6518,1628.0,24977.0
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,5925,444.0,7493.7
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33001,3549.0,10754.2
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15678,2240.0,14287.5
2006,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146341,19384.0,13245.8
2006,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,260503,33252.0,12764.5
2006,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25996,5299.0,20383.9
2006,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,193305,23736.0,12279.0
2006,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6987,783.0,11206.5
2006,86,171.0,Scott,7,Central,Completely Rural,100.0,5248,632.0,12042.7
2006,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21890,2324.0,10616.7
2006,88,175.0,Stark,10,Central,Completely Rural,100.0,6106,645.0,10563.4
2006,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46957,6052.0,12888.4
2006,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,129837,11203.0,8628.5
2006,91,181.0,Union,1,Southern,Mostly Rural,65.9,18118,2894.0,15973.1
2006,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81502,13883.0,17033.9
2006,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12306,1682.0,13668.1
2006,94,187.0,Warren,9,Central,Mostly Urban,45.5,17639,2154.0,12211.6
2006,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14852,1225.0,8248.0
2006,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16504,2283.0,13833.0
2006,97,193.0,White,2,Southern,Mostly Rural,62.0,14826,2264.0,15270.5
2006,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59135,6407.0,10834.5
2006,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,656075,39463.0,6015.0
2006,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63543,9794.0,15413.2
2006,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,292797,41606.0,14209.8
2006,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37376,2353.0,6295.5
2007,1,1.0,Adams,8,Central,Mostly Urban,32.6,66840,7562.0,11313.6
2007,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8206,2195.0,26748.7
2007,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18312,1867.0,10195.5
2007,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53162,5213.0,9805.9
2007,5,9.0,Brown,8,Central,Mostly Urban,41.1,6530,736.0,11271.1
2007,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34849,3436.0,9859.7
2007,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,557.0,10928.0
2007,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15861,1907.0,12023.2
2007,9,17.0,Cass,8,Central,Mostly Rural,52.1,13609,1616.0,11874.5
2007,10,19.0,Champaign,6,Central,Mostly Urban,12.7,192975,31753.0,16454.5
2007,11,21.0,Christian,4,Central,Mostly Urban,43.5,34566,4256.0,12312.7
2007,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16831,1915.0,11377.8
2007,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13705,1846.0,13469.5
2007,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36216,3242.0,8951.8
2007,15,29.0,Coles,5,Central,Mostly Urban,24.3,52270,9474.0,18125.1
2007,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5235762,759038.0,14497.2
2007,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19502,2664.0,13660.1
2007,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10795,1317.0,12200.1
2007,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,105321,10996.0,10440.5
2007,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16327,1541.0,9438.4
2007,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19466,1682.0,8640.7
2007,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922948,43761.0,4741.4
2007,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18811,2335.0,12412.9
2007,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6525,756.0,11586.2
2007,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34246,3425.0,10001.2
2007,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20959,2828.0,13493.0
2007,27,53.0,Ford,11,Central,Mostly Urban,41.8,14056,1191.0,8473.2
2007,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39217,6834.0,17426.1
2007,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36831,4307.0,11694.0
2007,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5940,1187.0,19983.2
2007,31,61.0,Greene,7,Central,Mostly Rural,70.8,13680,1891.0,13823.1
2007,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,47094,2532.0,5376.5
2007,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8148,1008.0,12371.1
2007,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18761,2000.0,10660.4
2007,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4462,893.0,20013.4
2007,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7551,854.0,11309.8
2007,37,73.0,Henry,14,Central,Mostly Rural,50.3,49521,4781.0,9654.5
2007,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30018,3523.0,11736.3
2007,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58216,15375.0,26410.3
2007,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9619,1071.0,11134.2
2007,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40096,5887.0,14682.3
2007,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22379,2090.0,9339.1
2007,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22169,1905.0,8593.1
2007,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13688,1519.0,11097.3
2007,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,495416,38764.0,7824.5
2007,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111725,13852.0,12398.3
2007,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,97112,3543.0,3648.4
2007,48,95.0,Knox,9,Central,Mostly Urban,24.3,51932,8399.0,16173.1
2007,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,702479,43562.0,6201.2
2007,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112498,11318.0,10060.6
2007,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16598,2184.0,13158.2
2007,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35150,3237.0,9209.1
2007,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37983,3971.0,10454.7
2007,54,107.0,Logan,11,Central,Mostly Urban,39.9,29880,2821.0,9441.1
2007,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33080,6293.0,19023.6
2007,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,314696,16566.0,5264.1
2007,57,113.0,McLean,11,Central,Mostly Urban,16.5,163983,19013.0,11594.5
2007,58,115.0,Macon,6,Central,Mostly Urban,15.3,108722,16723.0,15381.4
2007,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48234,5616.0,11643.2
2007,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267105,29678.0,11111.0
2007,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39584,6015.0,15195.5
2007,62,123.0,Marshall,10,Central,Completely Rural,100.0,12895,1012.0,7848.0
2007,63,125.0,Mason,8,Central,Mostly Rural,77.5,15048,1867.0,12407.0
2007,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15113,2210.0,14623.2
2007,65,129.0,Menard,8,Central,Mostly Rural,75.7,12518,1066.0,8515.7
2007,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16429,1307.0,7955.4
2007,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32441,1431.0,4411.1
2007,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29789,3757.0,12612.0
2007,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35360,4871.0,13775.5
2007,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14346,1226.0,8545.9
2007,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,55023,4313.0,7838.5
2007,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183088,23935.0,13072.9
2007,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22582,3127.0,13847.3
2007,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16456,1107.0,6727.0
2007,75,149.0,Pike,8,Central,Mostly Rural,72.3,16576,2187.0,13193.8
2007,76,151.0,Pope,1,Southern,Completely Rural,100.0,4108,855.0,20813.0
2007,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6444,1502.0,23308.5
2007,78,155.0,Putnam,10,Central,Completely Rural,100.0,5986,410.0,6849.3
2007,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,32826,3731.0,11366.0
2007,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15609,2203.0,14113.7
2007,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147071,18857.0,12821.7
2007,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261238,40543.0,15519.6
2007,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26008,4621.0,17767.6
2007,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,193845,24554.0,12666.8
2007,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6943,834.0,12012.1
2007,86,171.0,Scott,7,Central,Completely Rural,100.0,5219,543.0,10404.3
2007,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21753,2597.0,11938.6
2007,88,175.0,Stark,10,Central,Completely Rural,100.0,6088,600.0,9855.5
2007,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46723,6541.0,13999.5
2007,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,130972,10193.0,7782.6
2007,91,181.0,Union,1,Southern,Mostly Rural,65.9,18123,3748.0,20680.9
2007,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80910,14479.0,17895.2
2007,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12181,1509.0,12388.1
2007,94,187.0,Warren,9,Central,Mostly Urban,45.5,17591,2080.0,11824.2
2007,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14725,1125.0,7640.1
2007,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16594,2405.0,14493.2
2007,97,193.0,White,2,Southern,Mostly Rural,62.0,14674,2004.0,13656.8
2007,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58972,6482.0,10991.7
2007,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,670013,39037.0,5826.3
2007,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,64248,10184.0,15851.1
2007,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,297603,40600.0,13642.3
2007,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37972,2179.0,5738.4
2008,1,1.0,Adams,8,Central,Mostly Urban,32.6,66895,7985.0,11936.6
2008,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8112,2300.0,28353.1
2008,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18185,2230.0,12262.9
2008,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53892,4008.0,7437.1
2008,5,9.0,Brown,8,Central,Mostly Urban,41.1,6564,692.0,10542.4
2008,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34759,3407.0,9801.8
2008,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5024,542.0,10788.2
2008,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15809,1778.0,11246.8
2008,9,17.0,Cass,8,Central,Mostly Rural,52.1,13576,1652.0,12168.5
2008,10,19.0,Champaign,6,Central,Mostly Urban,12.7,193562,32595.0,16839.6
2008,11,21.0,Christian,4,Central,Mostly Urban,43.5,34467,4427.0,12844.2
2008,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16788,2014.0,11996.7
2008,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13663,1866.0,13657.3
2008,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36402,2693.0,7397.9
2008,15,29.0,Coles,5,Central,Mostly Urban,24.3,52111,9044.0,17355.3
2008,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5256705,767182.0,14594.4
2008,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19415,2448.0,12608.8
2008,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10803,1246.0,11533.8
2008,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,106503,11652.0,10940.5
2008,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16272,1643.0,10097.1
2008,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19313,1763.0,9128.6
2008,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,927382,52767.0,5689.9
2008,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18624,2379.0,12773.8
2008,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6496,716.0,11022.2
2008,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34274,3643.0,10629.0
2008,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20957,2966.0,14152.8
2008,27,53.0,Ford,11,Central,Mostly Urban,41.8,13943,1333.0,9560.4
2008,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39288,7131.0,18150.6
2008,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36714,5134.0,13983.8
2008,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5867,1104.0,18817.1
2008,31,61.0,Greene,7,Central,Mostly Rural,70.8,13613,2030.0,14912.2
2008,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,48005,3103.0,6463.9
2008,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8145,1046.0,12842.2
2008,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18553,2067.0,11141.1
2008,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4408,861.0,19532.7
2008,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7463,873.0,11697.7
2008,37,73.0,Henry,14,Central,Mostly Rural,50.3,49417,4849.0,9812.4
2008,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29983,3202.0,10679.4
2008,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58151,12272.0,21103.7
2008,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9622,1051.0,10922.9
2008,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40069,6434.0,16057.3
2008,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22597,2137.0,9457.0
2008,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22089,1862.0,8429.5
2008,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13675,1811.0,13243.1
2008,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,504057,44955.0,8918.6
2008,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112719,14764.0,13098.1
2008,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,101499,3489.0,3437.5
2008,48,95.0,Knox,9,Central,Mostly Urban,24.3,51778,7862.0,15184.1
2008,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,707622,53114.0,7506.0
2008,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112732,11409.0,10120.5
2008,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16525,2455.0,14856.3
2008,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35075,3251.0,9268.7
2008,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37834,3980.0,10519.6
2008,54,107.0,Logan,11,Central,Mostly Urban,39.9,29907,3155.0,10549.4
2008,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32787,5521.0,16839.0
2008,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,318118,16437.0,5167.0
2008,57,113.0,McLean,11,Central,Mostly Urban,16.5,165571,17484.0,10559.8
2008,58,115.0,Macon,6,Central,Mostly Urban,15.3,108326,14164.0,13075.3
2008,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48150,5870.0,12191.1
2008,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267839,32953.0,12303.3
2008,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39422,5601.0,14207.8
2008,62,123.0,Marshall,10,Central,Completely Rural,100.0,12745,1085.0,8513.1
2008,63,125.0,Mason,8,Central,Mostly Rural,77.5,14965,2003.0,13384.6
2008,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15027,2297.0,15285.8
2008,65,129.0,Menard,8,Central,Mostly Rural,75.7,12546,1112.0,8863.4
2008,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16465,1521.0,9237.8
2008,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32871,1410.0,4289.5
2008,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29704,4551.0,15321.2
2008,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35147,4458.0,12683.9
2008,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14376,1379.0,9592.4
2008,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,55289,4652.0,8414.0
2008,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183810,26464.0,14397.5
2008,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22466,3245.0,14444.0
2008,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16493,1049.0,6360.3
2008,75,149.0,Pike,8,Central,Mostly Rural,72.3,16391,2470.0,15069.2
2008,76,151.0,Pope,1,Southern,Completely Rural,100.0,4041,777.0,19227.9
2008,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6305,1620.0,25693.9
2008,78,155.0,Putnam,10,Central,Completely Rural,100.0,5994,443.0,7390.7
2008,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,32728,4163.0,12720.0
2008,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15456,2274.0,14712.7
2008,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146661,17017.0,11602.9
2008,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,262131,39322.0,15000.9
2008,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25826,4740.0,18353.6
2008,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,194759,21830.0,11208.7
2008,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6861,844.0,12301.4
2008,86,171.0,Scott,7,Central,Completely Rural,100.0,5199,558.0,10732.8
2008,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21793,2201.0,10099.6
2008,88,175.0,Stark,10,Central,Completely Rural,100.0,6074,651.0,10717.8
2008,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46598,5863.0,12582.1
2008,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,131493,10069.0,7657.4
2008,91,181.0,Union,1,Southern,Mostly Rural,65.9,18042,3143.0,17420.5
2008,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80453,11279.0,14019.4
2008,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12100,1606.0,13272.7
2008,94,187.0,Warren,9,Central,Mostly Urban,45.5,17411,2017.0,11584.6
2008,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14668,1226.0,8358.3
2008,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16495,2236.0,13555.6
2008,97,193.0,White,2,Southern,Mostly Rural,62.0,14726,2126.0,14437.1
2008,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59050,6571.0,11127.9
2008,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,679069,43879.0,6461.6
2008,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,64605,11642.0,18020.3
2008,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,299489,40840.0,13636.6
2008,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38516,2203.0,5719.7
2009,1,1.0,Adams,8,Central,Mostly Urban,32.6,67054,10109.0,15075.9
2009,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7914,2222.0,28076.8
2009,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18103,2115.0,11683.1
2009,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,54020,4740.0,8774.5
2009,5,9.0,Brown,8,Central,Mostly Urban,41.1,6591,734.0,11136.4
2009,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34699,4378.0,12617.1
2009,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5019,561.0,11177.5
2009,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15749,2045.0,12985.0
2009,9,17.0,Cass,8,Central,Mostly Rural,52.1,13559,1660.0,12242.8
2009,10,19.0,Champaign,6,Central,Mostly Urban,12.7,195671,34982.0,17878.0
2009,11,21.0,Christian,4,Central,Mostly Urban,43.5,34253,4769.0,13922.9
2009,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16657,2193.0,13165.6
2009,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13538,1949.0,14396.5
2009,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36368,2851.0,7839.3
2009,15,29.0,Coles,5,Central,Mostly Urban,24.3,52065,8991.0,17268.8
2009,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5287037,828626.0,15672.8
2009,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19433,2725.0,14022.5
2009,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10716,1202.0,11216.9
2009,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,107333,16460.0,15335.5
2009,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16034,1745.0,10883.1
2009,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19169,1639.0,8550.3
2009,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,932541,61041.0,6545.7
2009,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18471,2821.0,15272.6
2009,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6444,721.0,11188.7
2009,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34424,3485.0,10123.8
2009,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20935,3972.0,18973.0
2009,27,53.0,Ford,11,Central,Mostly Urban,41.8,13911,1337.0,9611.1
2009,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39312,7262.0,18472.7
2009,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36652,4734.0,12916.1
2009,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5705,1091.0,19123.6
2009,31,61.0,Greene,7,Central,Mostly Rural,70.8,13567,1901.0,14011.9
2009,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,48421,3241.0,6693.4
2009,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8096,1121.0,13846.3
2009,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18359,2092.0,11395.0
2009,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4358,888.0,20376.3
2009,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7354,884.0,12020.7
2009,37,73.0,Henry,14,Central,Mostly Rural,50.3,49314,4785.0,9703.1
2009,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29690,3536.0,11909.7
2009,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58103,15209.0,26175.9
2009,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9530,1063.0,11154.2
2009,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39944,7048.0,17644.7
2009,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22549,2171.0,9627.9
2009,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,21990,2286.0,10395.6
2009,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13730,1799.0,13102.7
2009,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,511892,47635.0,9305.7
2009,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,113215,16365.0,14454.8
2009,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,104821,4359.0,4158.5
2009,48,95.0,Knox,9,Central,Mostly Urban,24.3,51648,6241.0,12083.7
2009,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,712567,53026.0,7441.5
2009,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112498,13680.0,12160.2
2009,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16408,2515.0,15327.9
2009,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34919,3414.0,9776.9
2009,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37777,3944.0,10440.2
2009,54,107.0,Logan,11,Central,Mostly Urban,39.9,29776,3528.0,11848.5
2009,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32770,6001.0,18312.5
2009,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,320961,21119.0,6579.9
2009,57,113.0,McLean,11,Central,Mostly Urban,16.5,167699,22440.0,13381.1
2009,58,115.0,Macon,6,Central,Mostly Urban,15.3,108204,15822.0,14622.4
2009,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47774,5589.0,11698.8
2009,60,119.0,Madison,3,Southern,Mostly Urban,13.3,268457,34532.0,12863.1
2009,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39008,7362.0,18873.1
2009,62,123.0,Marshall,10,Central,Completely Rural,100.0,12702,1285.0,10116.5
2009,63,125.0,Mason,8,Central,Mostly Rural,77.5,14785,1817.0,12289.5
2009,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14970,2391.0,15971.9
2009,65,129.0,Menard,8,Central,Mostly Rural,75.7,12466,1137.0,9120.8
2009,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16276,1505.0,9246.7
2009,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33236,1645.0,4949.5
2009,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29500,3998.0,13552.5
2009,69,137.0,Morgan,7,Central,Mostly Urban,36.2,34897,4441.0,12726.0
2009,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14392,1504.0,10450.3
2009,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,55336,5930.0,10716.4
2009,72,143.0,Peoria,10,Central,Mostly Urban,14.6,185816,29997.0,16143.4
2009,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22424,3532.0,15751.0
2009,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16550,1094.0,6610.3
2009,75,149.0,Pike,8,Central,Mostly Rural,72.3,16273,2662.0,16358.4
2009,76,151.0,Pope,1,Southern,Completely Rural,100.0,3991,709.0,17765.0
